h,exact_boundary_violation_rate,euler_boundary_violation_rate,exact_max_abs_phase,euler_max_abs_phase
0.25,0,0.4351,1.46972956015,9.86073742972
0.125,0,0.270058333333,1.42834904723,6.97259430406
0.0625,0,0.118408333333,1.37068629873,4.93036871486
0.03125,0,0.0270833333333,1.29145873403,3.48629715203
