forward,theta,analytic_delta,recovered_delta,delta_absolute_error,analytic_gamma,recovered_gamma,gamma_absolute_error
0.0795,1.00937534851,0.969953289196,0.969953304719,1.55225783338e-08,0.0138041931479,0.0138042693675,7.62195718016e-08
0.0801111111111,1.01282060828,0.969961042661,0.969961058407,1.5746058124e-08,0.0116288828404,0.0116289673923,8.45519123223e-08
0.0807222222222,1.01622824737,0.969967568248,0.969967584219,1.59714206305e-08,0.00977765138857,0.00977767772089,2.63323172156e-08
0.0813333333333,1.01959880078,0.969973049918,0.969973066114,1.61957696143e-08,0.00820541760402,0.00820554833997,1.30735947729e-07
0.0819444444444,1.02293279529,0.969977645876,0.969977662298,1.64221930499e-08,0.00687284286624,0.00687282963198,1.32342601496e-08
0.0825555555556,1.02623074959,0.969981491873,0.969981508521,1.66481207708e-08,0.00574568386356,0.00574570465534,2.0791775102e-08
0.0831666666667,1.02949317432,0.969984704138,0.969984721014,1.68759564101e-08,0.00479420526839,0.00479417204406,3.32243280093e-08
0.0837777777778,1.03272057223,0.969987381973,0.969987399077,1.71039453711e-08,0.00399264878464,0.0039926562328,7.44816867296e-09
0.0843888888889,1.03591343824,0.969989610027,0.96998962736,1.73330169106e-08,0.003318754896,0.00331879040943,3.55134326491e-08
0.085,1.03907225954,0.969991460307,0.96999147787,1.75630872068e-08,0.00275333360438,0.00275334445677,1.0852381101e-08
