maturity,theta,forward,time_derivative,phase_generator,residual
0.416666666667,0.24763979544,0.0126414671037,0.00119528575572,0.00119528581561,-5.98902676584e-11
0.416666666667,0.257657927897,0.0131757642024,0.00131998041261,0.00131998046931,-5.67033991376e-11
0.416666666667,0.267676060354,0.0137128898779,0.00145201768021,0.00145201773406,-5.38522689983e-11
0.416666666667,0.277694192811,0.0142529753449,0.00159097736048,0.00159097742023,-5.97482588578e-11
0.416666666667,0.287712325268,0.0147961544633,0.00173628452053,0.00173628457131,-5.07871683077e-11
0.416666666667,0.297730457725,0.0153425638804,0.00188719927062,0.00188719932303,-5.24060367584e-11
0.416666666667,0.307748590181,0.0158923431784,0.00204280897368,0.00204280901997,-4.62867431016e-11
0.416666666667,0.317766722638,0.0164456350284,0.00220202349817,0.00220202353897,-4.08044748164e-11
0.416666666667,0.327784855095,0.0170025853497,0.00236357413026,0.00236357416187,-3.16160431169e-11
0.416666666667,0.337802987552,0.0175633434769,0.00252601674344,0.00252601677175,-2.83127180555e-11
0.416666666667,0.347821120009,0.0181280623329,0.0026877397786,0.00268773979881,-2.02124879334e-11
0.416666666667,0.357839252466,0.0186968986103,0.00284697751372,0.00284697752235,-8.62098240018e-12
0.416666666667,0.367857384923,0.0192700129608,0.00300182899521,0.00300182899148,3.72466814336e-12
0.416666666667,0.37787551738,0.0198475701924,0.00315028286268,0.00315028285623,6.45060654197e-12
0.416666666667,0.387893649837,0.0204297394763,0.00329024812333,0.0032902481036,1.97344675323e-11
0.416666666667,0.397911782294,0.0210166945635,0.00341959072532,0.00341959068934,3.59806585568e-11
0.416666666667,0.407929914751,0.0216086140109,0.00353617554193,0.0035361754911,5.08331497555e-11
0.416666666667,0.417948047208,0.0222056814195,0.00363791311853,0.00363791306107,5.74542705079e-11
0.416666666667,0.427966179664,0.022808085683,0.00372281025845,0.00372281018672,7.17299622477e-11
0.416666666667,0.437984312121,0.0234160212496,0.00378902324375,0.00378902316302,8.0735915349e-11
0.416666666667,0.448002444578,0.0240296883965,0.00383491221573,0.00383491213274,8.29863096644e-11
0.416666666667,0.458020577035,0.0246492935189,0.00385909499134,0.00385909489294,9.84054318066e-11
0.416666666667,0.468038709492,0.0252750494334,0.00386049838659,0.00386049827944,1.07155070841e-10
0.416666666667,0.478056841949,0.0259071756975,0.00383840496789,0.00383840485994,1.07952168038e-10
0.416666666667,0.488074974406,0.0265458989466,0.00379249308289,0.00379249297898,1.0391265539e-10
0.416666666667,0.498093106863,0.0271914532482,0.00372286804263,0.00372286794389,9.87382788378e-11
0.416666666667,0.50811123932,0.0278440804762,0.00363008245727,0.00363008233857,1.18699945706e-10
0.416666666667,0.518129371777,0.0285040307055,0.00351514397291,0.00351514385944,1.13476436581e-10
0.416666666667,0.528147504234,0.0291715626291,0.00337950902618,0.00337950893475,9.14373863084e-11
0.416666666667,0.53816563669,0.0298469439978,0.00322506171848,0.00322506161073,1.07747393473e-10
0.416666666667,0.548183769147,0.0305304520865,0.00305407750638,0.00305407743299,7.33856916207e-11
0.416666666667,0.558201901604,0.0312223741863,0.00286917208504,0.00286917199048,9.45601028035e-11
0.416666666667,0.568220034061,0.0319230081263,0.00267323657923,0.00267323651371,6.55222755393e-11
0.416666666667,0.578238166518,0.0326326628259,0.00246936091391,0.00246936085974,5.41652629867e-11
0.416666666667,0.588256298975,0.0333516588807,0.00226074796463,0.00226074791805,4.65810333014e-11
0.416666666667,0.598274431432,0.0340803291834,0.00205062174029,0.00205062171038,2.99167600415e-11
0.416666666667,0.608292563889,0.034819019584,0.0018421333706,0.001842133376,-5.39792125928e-12
0.416666666667,0.618310696346,0.0355680895896,0.00163826901142,0.00163826903395,-2.25263752963e-11
0.416666666667,0.628328828803,0.0363279131098,0.0014417638964,0.00144176392667,-3.02785420434e-11
0.416666666667,0.63834696126,0.0370988792486,0.0012550266245,0.00125502665182,-2.73198508087e-11
0.416666666667,0.648365093716,0.0378813931477,0.00108007736789,0.00108007741302,-4.51322380076e-11
0.416666666667,0.658383226173,0.038675876885,0.000918503011531,0.000918503049809,-3.8277791093e-11
0.416666666667,0.66840135863,0.0394827704322,0.000771431335686,0.000771431397026,-6.13396965599e-11
0.416666666667,0.678419491087,0.0403025326764,0.000639525265765,0.000639525313489,-4.77234694905e-11
0.416666666667,0.688437623544,0.0411356425112,0.000522997022287,0.000522997069227,-4.69396849948e-11
0.416666666667,0.698455756001,0.041982600002,0.000421640788603,0.000421640852599,-6.39956282411e-11
0.416666666667,0.708473888458,0.0428439276322,0.00033488138422,0.000334881435856,-5.1635959614e-11
0.416666666667,0.718492020915,0.0437201716373,0.000261835465878,0.000261835534648,-6.87691364357e-11
0.416666666667,0.728510153372,0.0446119034331,0.000201381091525,0.000201381135736,-4.42110840125e-11
0.416666666667,0.738528285829,0.0455197211468,0.000152231105499,0.000152231124759,-1.92600427794e-11
0.416666666667,0.748546418286,0.0464442512598,0.000113005803395,0.000113005833678,-3.02825600967e-11
0.416666666667,0.758564550743,0.0473861503717,8.2300687862e-05,8.2300725441e-05,-3.7579007614e-11
0.416666666667,0.768582683199,0.0483461070955,5.87458127282e-05,5.87458551141e-05,-4.23858526402e-11
0.416666666667,0.778600815656,0.049324844097,4.10541379364e-05,4.10541586498e-05,-2.0713341849e-11
0.416666666667,0.788618948113,0.0503231202898,2.80574037614e-05,2.80574273804e-05,-2.3618934716e-11
0.416666666667,0.79863708057,0.051341733201,1.87291500364e-05,1.87291793482e-05,-2.93117392337e-11
0.416666666667,0.808655213027,0.0523815215234,1.21955373578e-05,1.21955686624e-05,-3.13046795517e-11
0.416666666667,0.818673345484,0.053443367871,7.73549314881e-06,7.73550201521e-06,-8.86640066922e-12
0.416666666667,0.828691477941,0.0545282017572,4.77229679385e-06,4.77230252812e-06,-5.73426267407e-12
0.416666666667,0.838709610398,0.0556370028172,2.85903842268e-06,2.85903216114e-06,6.2615372956e-12
0.416666666667,0.848727742855,0.0567708042987,1.66040819982e-06,1.66041155693e-06,-3.35710886173e-12
0.416666666667,0.858745875312,0.0579306968464,9.3305072002e-07,9.330748032e-07,-2.40831798948e-11
0.416666666667,0.868764007769,0.0591178326101,5.06317487936e-07,5.06300893734e-07,1.6594201924e-11
0.416666666667,0.878782140225,0.0603334297102,2.64749056011e-07,2.64751446614e-07,-2.39060268976e-12
0.416666666667,0.888800272682,0.0615787770949,1.33086042187e-07,1.33088707669e-07,-2.66548220128e-12
0.416666666667,0.898818405139,0.062855239833,6.41547925895e-08,6.41690407911e-08,-1.42482015769e-11
0.416666666667,0.908836537596,0.0641642648861,2.95770352654e-08,2.95826945754e-08,-5.65931004316e-12
0.416666666667,0.918854670053,0.0655073874131,1.30027932865e-08,1.30163686216e-08,-1.35753350835e-11
0.416666666667,0.92887280251,0.0668862376641,5.43384781615e-09,5.44121375495e-09,-7.36593880508e-12
0.416666666667,0.938890934967,0.0683025485305,2.15105711021e-09,2.14111577253e-09,9.94133768362e-12
0.416666666667,0.948909067424,0.0697581638243,8.03662691951e-10,8.14805563732e-10,-1.11428717815e-11
0.416666666667,0.958927199881,0.0712550473698,2.82274204011e-10,2.8562206311e-10,-3.34785909932e-12
0.416666666667,0.968945332338,0.0727952930038,9.28424004343e-11,1.02084797213e-10,-9.24239677846e-12
0.416666666667,0.978963464795,0.074381135591,2.8449465006e-11,3.67149644021e-11,-8.26549939603e-12
0.416666666667,0.988981597252,0.0760149631763,8.04911692853e-12,9.3752046057e-12,-1.32608767717e-12
0.416666666667,0.998999729708,0.0776993304159,1.94289029309e-12,2.359758439e-12,-4.16868145905e-13
0.416666666667,1.00901786217,0.079436973443,5.55111512313e-13,1.09181342352e-11,-1.03630227229e-11
0.416666666667,1.01903599462,0.0812308263549,0,-6.04858654482e-12,6.04858654482e-12
0.416666666667,1.02905412708,0.0830840395274,1.38777878078e-13,1.58293972548e-12,-1.4441618474e-12
0.416666666667,1.03907225954,0.085,0,-3.09072927841e-12,3.09072927841e-12
0.515555555556,-0.463647609001,-0.025,6.33274929184e-10,6.37706817496e-10,-4.43188831226e-12
0.515555555556,-0.453629476544,-0.0243769666932,9.30042235249e-10,9.30329166004e-10,-2.86930754488e-13
0.515555555556,-0.443611344087,-0.0237599900872,1.35429044213e-09,1.36348970407e-09,-9.19926194647e-12
0.515555555556,-0.43359321163,-0.0231488602184,1.9559599271e-09,1.95729712744e-09,-1.33720034194e-12
0.515555555556,-0.423575079173,-0.0225433734096,2.80253390615e-09,2.80237775467e-09,1.56151478164e-13
0.515555555556,-0.413556946716,-0.0219433319732,3.98455483066e-09,3.97052376319e-09,1.40310674691e-11
0.515555555556,-0.403538814259,-0.0213485439287,5.62282826851e-09,5.6335131393e-09,-1.06848707894e-11
0.515555555556,-0.393520681802,-0.0207588227338,7.87720499013e-09,7.86895152034e-09,8.25346978406e-12
0.515555555556,-0.383502549346,-0.0201739870282,1.09579310689e-08,1.09639051837e-08,-5.9741148108e-12
0.515555555556,-0.373484416889,-0.0195938603902,1.5139365464e-08,1.51445940828e-08,-5.22861876623e-12
0.515555555556,-0.363466284432,-0.0190182711034,2.0777592995e-08,2.07812283065e-08,-3.63531149757e-12
0.515555555556,-0.353448151975,-0.0184470519352,2.8331743346e-08,2.83272298132e-08,4.51353283599e-12
0.515555555556,-0.343430019518,-0.0178800399241,3.83901672912e-08,3.83884732294e-08,1.69406175051e-12
0.515555555556,-0.333411887061,-0.0173170761779,5.17022875475e-08,5.16947253566e-08,7.56219092288e-12
0.515555555556,-0.323393754604,-0.0167580056787,6.92172867943e-08,6.92101656777e-08,7.12111660573e-12
0.515555555556,-0.313375622147,-0.0162026770985,9.2130367964e-08,9.21278245119e-08,2.54345209935e-12
0.515555555556,-0.30335748969,-0.0156509426205,1.21938569068e-07,1.21931476868e-07,7.09220023845e-12
0.515555555556,-0.293339357233,-0.0151026577694,1.60506402638e-07,1.60517494517e-07,-1.10918797338e-11
0.515555555556,-0.283321224776,-0.0145576812471,2.10144187953e-07,2.10140706492e-07,3.48146076771e-12
0.515555555556,-0.273303092319,-0.0140158747764,2.7369977629e-07,2.73688871095e-07,1.09051943831e-11
0.515555555556,-0.263284959863,-0.0134771029497,3.54665852978e-07,3.54666373984e-07,-5.21006086657e-13
0.515555555556,-0.253266827406,-0.0129412330837,4.57304909867e-07,4.57309707329e-07,-4.79746197959e-12
0.515555555556,-0.243248694949,-0.0124081350797,5.86793315437e-07,5.86789334216e-07,3.98122051289e-12
0.515555555556,-0.233230562492,-0.0118776812888,7.49387829504e-07,7.49388345784e-07,-5.16280393071e-13
0.515555555556,-0.223212430035,-0.0113497463819,9.52615111326e-07,9.52622959592e-07,-7.84826575732e-12
0.515555555556,-0.213194297578,-0.0108242072238,1.20548838119e-06,1.20549912168e-06,-1.07404884375e-11
0.515555555556,-0.203176165121,-0.0103009427524,1.51875130539e-06,1.51874779687e-06,3.50851655417e-12
0.515555555556,-0.193158032664,-0.00977983386053,1.90515346954e-06,1.9051549889e-06,-1.51936503446e-12
0.515555555556,-0.183139900207,-0.00926076328247,2.37975793599e-06,2.3797639527e-06,-6.01671409135e-12
0.515555555556,-0.17312176775,-0.00874361548341,2.96028297467e-06,2.96028739166e-06,-4.4169900493e-12
0.515555555556,-0.163103635293,-0.00822827655213,3.66748032834e-06,3.66747946154e-06,8.66793703294e-13
0.515555555556,-0.153085502837,-0.00771463409674,4.52555013202e-06,4.52556389955e-06,-1.37675344309e-11
0.515555555556,-0.14306737038,-0.00720257714313,5.56259384532e-06,5.56260324208e-06,-9.39675521605e-12
0.515555555556,-0.133049237923,-0.00669199603594,6.81110488075e-06,6.8111088676e-06,-3.98684776378e-12
0.515555555556,-0.123031105466,-0.00618278234193,8.30849660027e-06,8.30850488591e-06,-8.28564169552e-12
0.515555555556,-0.113012973009,-0.00567482875553,1.00976659812e-05,1.00976634999e-05,2.48128156307e-12
0.515555555556,-0.102994840552,-0.00516802900634,1.22275898729e-05,1.22276008982e-05,-1.1025224853e-11
0.515555555556,-0.092976708095,-0.00466227776851,1.4753950912e-05,1.47539397841e-05,1.11279443471e-11
0.515555555556,-0.0829585756381,-0.00415747057172,1.77397875728e-05,1.77397995796e-05,-1.20068271765e-11
0.515555555556,-0.0729404431812,-0.00365350371365,2.12561610259e-05,2.1256152541e-05,8.48488971818e-12
0.515555555556,-0.0629223107243,-0.00315027417389,2.53828316478e-05,2.53828288268e-05,2.82101802991e-12
0.515555555556,-0.0529041782674,-0.00264767952885,3.02089336854e-05,3.02089372444e-05,-3.55893264213e-12
0.515555555556,-0.0428860458105,-0.00214561786788,3.58336367199e-05,3.58336409383e-05,-4.21837922666e-12
0.515555555556,-0.0328679133536,-0.00164398771014,4.23667789157e-05,4.23667753378e-05,3.57784862257e-12
0.515555555556,-0.0228497808966,-0.0011426879223,4.9929455539e-05,4.99294577967e-05,-2.25766444656e-12
0.515555555556,-0.0128316484397,-0.000641617636745,5.86545437419e-05,5.86545522517e-05,-8.50975584758e-12
0.515555555556,-0.00281351598282,-0.000140676170333,6.86871418038e-05,6.86871549547e-05,-1.31508488859e-11
0.515555555556,0.00720461647409,0.000360237056607,8.01848990112e-05,8.01849050344e-05,-6.02326822858e-12
0.515555555556,0.017222748931,0.000861222601068,9.33182102731e-05,9.33182160327e-05,-5.75954296192e-12
0.515555555556,0.0272408813879,0.00136238107812,0.000108270246248,0.000108270260776,-1.45284427799e-11
0.515555555556,0.0372590138448,0.00186381324178,0.000125236788601,0.000125236807452,-1.88509032874e-11
0.515555555556,0.0472771463017,0.00236562006609,0.000144425838379,0.000144425853754,-1.53745960462e-11
0.515555555556,0.0572952787587,0.00286790282662,0.000166056963408,0.000166056985313,-2.19044065926e-11
0.515555555556,0.0673134112156,0.00337076318243,0.000190360349957,0.000190360371312,-2.13558025972e-11
0.515555555556,0.0773315436725,0.0038743032587,0.000217575524358,0.000217575543519,-1.9161132777e-11
0.515555555556,0.0873496761294,0.00437862573024,0.000247949709656,0.000247949728075,-1.84191934708e-11
0.515555555556,0.0973678085863,0.00488383390582,0.000281735784598,0.000281735804587,-1.99893485011e-11
0.515555555556,0.107385941043,0.0053900318137,0.000319189814577,0.000319189839209,-2.46321461492e-11
0.515555555556,0.1174040735,0.00589732428833,0.000360568127254,0.000360568154537,-2.72825204811e-11
0.515555555556,0.127422205957,0.00640581705854,0.00040612391091,0.000406123941729,-3.08183858207e-11
0.515555555556,0.137440338414,0.00691561683719,0.00045610332022,0.000456103349298,-2.90785406821e-11
0.515555555556,0.147458470871,0.00742683141263,0.000510741081124,0.00051074111212,-3.09963042646e-11
0.515555555556,0.157476603328,0.00793956974201,0.000570255597185,0.000570255630719,-3.3533440239e-11
0.515555555556,0.167494735785,0.0084539420467,0.000634843569927,0.000634843603538,-3.3610969368e-11
0.515555555556,0.177512868242,0.0089700599099,0.000704674160286,0.000704674196994,-3.67074301727e-11
0.515555555556,0.187531000699,0.0094880363768,0.000779882730951,0.000779882767329,-3.63778410607e-11
0.515555555556,0.197549133155,0.0100079860572,0.000860564228209,0.000860564266195,-3.79863178673e-11
0.515555555556,0.207567265612,0.0105300252314,0.000946766278325,0.000946766317356,-3.90314200231e-11
0.515555555556,0.217585398069,0.0110542719582,0.00103848209332,0.00103848213494,-4.16116115089e-11
0.515555555556,0.227603530526,0.0115808461875,0.00113564330168,0.00113564334868,-4.70041225994e-11
0.515555555556,0.237621662983,0.0121098698755,0.00123811284012,0.00123811288446,-4.43403631954e-11
0.515555555556,0.24763979544,0.0126414671037,0.0013456780644,0.00134567810459,-4.0187422834e-11
0.515555555556,0.257657927897,0.0131757642024,0.00145804425674,0.00145804429613,-3.93955697058e-11
0.515555555556,0.267676060354,0.0137128898779,0.00157482872838,0.00157482876862,-4.02345949526e-11
0.515555555556,0.277694192811,0.0142529753449,0.00169555573219,0.00169555577096,-3.87739124662e-11
0.515555555556,0.287712325268,0.0147961544633,0.00181965241532,0.00181965244874,-3.34223143952e-11
0.515555555556,0.297730457725,0.0153425638804,0.00194644605266,0.00194644608745,-3.47922669407e-11
0.515555555556,0.307748590181,0.0158923431784,0.00207516280685,0.00207516283648,-2.96315372413e-11
0.515555555556,0.317766722638,0.0164456350284,0.00220492826049,0.00220492828677,-2.6278940829e-11
0.515555555556,0.327784855095,0.0170025853497,0.00233476995788,0.00233476998114,-2.32652690516e-11
0.515555555556,0.337802987552,0.0175633434769,0.00246362217684,0.00246362219206,-1.52200877769e-11
0.515555555556,0.347821120009,0.0181280623329,0.00259033312547,0.00259033313482,-9.34679113621e-12
0.515555555556,0.357839252466,0.0186968986103,0.00271367472166,0.00271367472733,-5.67722908615e-12
0.515555555556,0.367857384923,0.0192700129608,0.00283235506573,0.00283235505987,5.85702189873e-12
0.515555555556,0.37787551738,0.0198475701924,0.00294503365728,0.00294503364413,1.3150448612e-11
0.515555555556,0.387893649837,0.0204297394763,0.00305033933636,0.00305033931937,1.69926308267e-11
0.515555555556,0.397911782294,0.0210166945635,0.00314689084781,0.0031468908204,2.74131481404e-11
0.515555555556,0.407929914751,0.0216086140109,0.0032333198356,0.00323331979998,3.56262120499e-11
0.515555555556,0.417948047208,0.0222056814195,0.00330829597392,0.0033082959328,4.11208619239e-11
0.515555555556,0.427966179664,0.022808085683,0.0033705538365,0.00337055378939,4.71122581051e-11
0.515555555556,0.437984312121,0.0234160212496,0.00341892099642,0.00341892094106,5.53524886517e-11
0.515555555556,0.448002444578,0.0240296883965,0.00345234674132,0.00345234668929,5.20362923757e-11
0.515555555556,0.458020577035,0.0246492935189,0.00346993068732,0.00346993061882,6.85062952546e-11
0.515555555556,0.468038709492,0.0252750494334,0.00347095048372,0.00347095041273,7.0988387911e-11
0.515555555556,0.478056841949,0.0259071756975,0.00345488772641,0.0034548876497,7.67074867167e-11
0.515555555556,0.488074974406,0.0265458989466,0.00342145114657,0.00342145107758,6.89870131507e-11
0.515555555556,0.498093106863,0.0271914532482,0.00337059611819,0.00337059605615,6.20310035976e-11
0.515555555556,0.50811123932,0.0278440804762,0.00330253954059,0.00330253945271,8.78797026468e-11
0.515555555556,0.518129371777,0.0285040307055,0.00321776920342,0.00321776911615,8.72638636698e-11
0.515555555556,0.528147504234,0.0291715626291,0.00311704683818,0.00311704676447,7.37019213021e-11
0.515555555556,0.53816563669,0.0298469439978,0.00300140420212,0.00300140411301,8.91037022811e-11
0.515555555556,0.548183769147,0.0305304520865,0.00287213173021,0.00287213167426,5.59478097531e-11
0.515555555556,0.558201901604,0.0312223741863,0.00273075952463,0.00273075944849,7.61416528786e-11
0.515555555556,0.568220034061,0.0319230081263,0.00257903072523,0.00257903066744,5.77875854807e-11
0.515555555556,0.578238166518,0.0326326628259,0.00241886760934,0.00241886756244,4.68990076809e-11
0.515555555556,0.588256298975,0.0333516588807,0.00225233109583,0.00225233104318,5.26490452797e-11
0.515555555556,0.598274431432,0.0340803291834,0.00208157465861,0.00208157461904,3.9575055906e-11
0.515555555556,0.608292563889,0.034819019584,0.00190879397309,0.00190879397338,-2.93199492463e-13
0.515555555556,0.618310696346,0.0355680895896,0.00173617390815,0.00173617390243,5.71785435839e-12
0.515555555556,0.628328828803,0.0363279131098,0.00156583471092,0.00156583471266,-1.73926324731e-12
0.515555555556,0.63834696126,0.0370988792486,0.00139977939375,0.00139977939844,-4.68631166858e-12
0.515555555556,0.648365093716,0.0378813931477,0.00123984440797,0.00123984442168,-1.37034459301e-11
0.515555555556,0.658383226173,0.038675876885,0.00108765565308,0.00108765565974,-6.6582403653e-12
0.515555555556,0.66840135863,0.0394827704322,0.000944591722236,0.000944591763851,-4.16147706572e-11
0.515555555556,0.678419491087,0.0403025326764,0.000811756019972,0.000811756047119,-2.71470313676e-11
0.515555555556,0.688437623544,0.0411356425112,0.000689959008676,0.000689959033181,-2.45047031711e-11
0.515555555556,0.698455756001,0.041982600002,0.000579711364052,0.000579711405308,-4.12568091669e-11
0.515555555556,0.708473888458,0.0428439276322,0.000481228275145,0.000481228318462,-4.33167362656e-11
0.515555555556,0.718492020915,0.0437201716373,0.00039444453391,0.000394444575983,-4.20722250441e-11
0.515555555556,0.728510153372,0.0446119034331,0.000319039470606,0.000319039505813,-3.52071069781e-11
0.515555555556,0.738528285829,0.0455197211468,0.000254470249941,0.000254470286087,-3.61457415648e-11
0.515555555556,0.748546418286,0.0464442512598,0.000200011575011,0.000200011596356,-2.13449735317e-11
0.515555555556,0.758564550743,0.0473861503717,0.000154799520424,0.000154799555197,-3.4772432763e-11
0.515555555556,0.768582683199,0.0483461070955,0.000117877031192,0.000117877078999,-4.78073804502e-11
0.515555555556,0.778600815656,0.049324844097,8.82386248097e-05,8.8238643434e-05,-1.86243600837e-11
0.515555555556,0.788618948113,0.0503231202898,6.48720079738e-05,6.48720380854e-05,-3.01116193611e-11
0.515555555556,0.79863708057,0.051341733201,4.67946584259e-05,4.67946863399e-05,-2.79139641089e-11
0.515555555556,0.808655213027,0.0523815215234,3.30839004803e-05,3.30839307487e-05,-3.0268433376e-11
0.515555555556,0.818673345484,0.053443367871,2.28995611362e-05,2.28995868223e-05,-2.56861131757e-11
0.515555555556,0.828691477941,0.0545282017572,1.54988989004e-05,1.54989077351e-05,-8.83470618711e-12
0.515555555556,0.838709610398,0.0556370028172,1.02440719796e-05,1.02440672618e-05,4.71775288106e-12
0.515555555556,0.848727742855,0.0567708042987,6.60291488153e-06,6.60293152632e-06,-1.66447955679e-11
0.515555555556,0.858745875312,0.0579306968464,4.1441741705e-06,4.14418306281e-06,-8.89231635375e-12
0.515555555556,0.868764007769,0.0591178326101,2.52858844974e-06,2.52857627807e-06,1.21716664525e-11
0.515555555556,0.878782140225,0.0603334297102,1.49727300003e-06,1.49727825384e-06,-5.25381127492e-12
0.515555555556,0.888800272682,0.0615787770949,8.58801779691e-07,8.58808354885e-07,-6.5751948157e-12
0.515555555556,0.898818405139,0.062855239833,4.7618520238e-07,4.76204912367e-07,-1.9709986681e-11
0.515555555556,0.908836537596,0.0641642648861,2.54684329182e-07,2.54690267344e-07,-5.93816228828e-12
0.515555555556,0.918854670053,0.0655073874131,1.31083061072e-07,1.31085611362e-07,-2.55028962358e-12
0.515555555556,0.92887280251,0.0668862376641,6.47591702485e-08,6.4768455099e-08,-9.28485044925e-12
0.515555555556,0.938890934967,0.0683025485305,3.06241143555e-08,3.06079210696e-08,1.61932858615e-11
0.515555555556,0.948909067424,0.0697581638243,1.3820611322e-08,1.38293834244e-08,-8.7721024021e-12
0.515555555556,0.958927199881,0.0712550473698,5.93317062147e-09,5.92460662648e-09,8.56399499927e-12
0.515555555556,0.968945332338,0.0727952930038,2.41431874493e-09,2.41529048411e-09,-9.71739182176e-13
0.515555555556,0.978963464795,0.074381135591,9.27591337074e-10,9.3621868179e-10,-8.62734471536e-12
0.515555555556,0.988981597252,0.0760149631763,3.35148575559e-10,3.36904367685e-10,-1.75579212627e-12
0.515555555556,0.998999729708,0.0776993304159,1.1338152639e-10,1.15788727781e-10,-2.40720139134e-12
0.515555555556,1.00901786217,0.079436973443,3.56659146661e-11,4.7301693595e-11,-1.16357789289e-11
0.515555555556,1.01903599462,0.0812308263549,1.04083408559e-11,6.99989285285e-12,3.40844800301e-12
0.515555555556,1.02905412708,0.0830840395274,2.91433543964e-12,1.64916322785e-12,1.26517221179e-12
0.515555555556,1.03907225954,0.085,8.32667268469e-13,-5.31362670877e-12,6.14629397724e-12
0.614444444444,-0.463647609001,-0.025,7.0482726333e-09,7.05759718267e-09,-9.32454937234e-12
0.614444444444,-0.453629476544,-0.0243769666932,9.73017617825e-09,9.73128122028e-09,-1.10504203644e-12
0.614444444444,-0.443611344087,-0.0237599900872,1.33372750022e-08,1.33468087692e-08,-9.53376702312e-12
0.614444444444,-0.43359321163,-0.0231488602184,1.81559464797e-08,1.81621525525e-08,-6.20607279455e-12
0.614444444444,-0.423575079173,-0.0225433734096,2.45509308564e-08,2.45470230755e-08,3.90778095145e-12
0.614444444444,-0.413556946716,-0.0219433319732,3.29839317865e-08,3.2990550048e-08,-6.61826145662e-12
0.614444444444,-0.403538814259,-0.0213485439287,4.40358476722e-08,4.40289848983e-08,6.86277388248e-12
0.614444444444,-0.393520681802,-0.0207588227338,5.84334675953e-08,5.84381458677e-08,-4.67827239134e-12
0.614444444444,-0.383502549346,-0.0201739870282,7.7080597107e-08,7.70866395349e-08,-6.04242789323e-12
0.614444444444,-0.373484416889,-0.0195938603902,1.0109543578e-07,1.01089879816e-07,5.55596394136e-12
0.614444444444,-0.363466284432,-0.0190182711034,1.31853647883e-07,1.31848631306e-07,5.01657710741e-12
0.614444444444,-0.353448151975,-0.0184470519352,1.71039042732e-07,1.71028182431e-07,1.08603011278e-11
0.614444444444,-0.343430019518,-0.0178800399241,2.20702005443e-07,2.20701108965e-07,8.96478009168e-13
0.614444444444,-0.333411887061,-0.0173170761779,2.83327109644e-07,2.83330561576e-07,-3.45193243364e-12
0.614444444444,-0.323393754604,-0.0167580056787,3.61910285663e-07,3.61907333832e-07,2.95183087951e-12
0.614444444444,-0.313375622147,-0.0162026770985,4.60047216069e-07,4.60062312627e-07,-1.50965586189e-11
0.614444444444,-0.30335748969,-0.0156509426205,5.82033585451e-07,5.82028625823e-07,4.959628035e-12
0.614444444444,-0.293339357233,-0.0151026577694,7.32977809504e-07,7.32986829411e-07,-9.01990681198e-12
0.614444444444,-0.283321224776,-0.0145576812471,9.18928731364e-07,9.18933940725e-07,-5.20936117987e-12
0.614444444444,-0.273303092319,-0.0140158747764,1.1470169432e-06,1.14701111989e-06,5.82331183375e-12
0.614444444444,-0.263284959863,-0.0134771029497,1.42561345629e-06,1.42561978456e-06,-6.32827270488e-12
0.614444444444,-0.253266827406,-0.0129412330837,1.76450379283e-06,1.76450936084e-06,-5.56800884586e-12
0.614444444444,-0.243248694949,-0.0124081350797,2.17508081556e-06,2.17507733839e-06,3.4771713732e-12
0.614444444444,-0.233230562492,-0.0118776812888,2.67055508057e-06,2.67054818523e-06,6.89534099569e-12
0.614444444444,-0.223212430035,-0.0113497463819,3.26618420185e-06,3.26619764849e-06,-1.34466479246e-11
0.614444444444,-0.213194297578,-0.0108242072238,3.97952084522e-06,3.97952212795e-06,-1.28272653933e-12
0.614444444444,-0.203176165121,-0.0103009427524,4.83068034181e-06,4.83067985633e-06,4.8547723611e-13
0.614444444444,-0.193158032664,-0.00977983386053,5.84262633561e-06,5.84261884497e-06,7.49063181782e-12
0.614444444444,-0.183139900207,-0.00926076328247,7.04147494585e-06,7.04148571073e-06,-1.07648863104e-11
0.614444444444,-0.17312176775,-0.00874361548341,8.45681573462e-06,8.4568191181e-06,-3.38348220155e-12
0.614444444444,-0.163103635293,-0.00822827655213,1.01220486594e-05,1.0122044188e-05,4.47140471723e-12
0.614444444444,-0.153085502837,-0.00771463409674,1.20747342357e-05,1.20747260677e-05,8.16796424164e-12
0.614444444444,-0.14306737038,-0.00720257714313,1.43569548765e-05,1.43569578985e-05,-3.02201353236e-12
0.614444444444,-0.133049237923,-0.00669199603594,1.70156844771e-05,1.70156849292e-05,-4.52045718972e-13
0.614444444444,-0.123031105466,-0.00618278234193,2.01031618754e-05,2.01031595235e-05,2.35196647111e-12
0.614444444444,-0.113012973009,-0.00567482875553,2.36772636718e-05,2.36772589311e-05,4.74069299306e-12
0.614444444444,-0.102994840552,-0.00516802900634,2.78018717222e-05,2.78018652383e-05,6.48391901287e-12
0.614444444444,-0.092976708095,-0.00466227776851,3.25472283945e-05,3.254723175e-05,-3.355485662e-12
0.614444444444,-0.0829585756381,-0.00415747057172,3.79902730718e-05,3.79902852833e-05,-1.22115356225e-11
0.614444444444,-0.0729404431812,-0.00365350371365,4.42149517741e-05,4.4214959314e-05,-7.53994505449e-12
0.614444444444,-0.0629223107243,-0.00315027417389,5.13124910505e-05,5.13124941029e-05,-3.05247594237e-12
