h,mean_increment_over_h,mean_increment_over_h_standard_error,theory_drift,variance_increment_over_h,variance_increment_over_h_standard_error,theory_diffusion_squared
0.04,-0.598209667204,0.0130662906624,-0.658949146244,1.22924125206,0.0040074322516,1.28718420218
0.02,-0.636186107713,0.0187221667875,-0.658949146244,1.26187030519,0.00418856166607,1.28718420218
0.01,-0.652705884696,0.0266399555863,-0.658949146244,1.27743702055,0.00428123533829,1.28718420218
0.005,-0.631245774395,0.0376944833718,-0.658949146244,1.278786669,0.00427643696244,1.28718420218
0.0025,-0.660239764171,0.0533270139436,-0.658949146244,1.27969668726,0.00428356172045,1.28718420218
