seed_family,seed,method,fitted_strong_slope,finest_step_rmse,maximum_boundary_violation_rate
base,20260724,Euler-Maruyama,0.494501776677,0.00554782803011,0
base,20260724,Milstein,1.00824432445,0.000349081792862,0
base,20260724,Stratonovich-Heun,1.00408598328,0.000266261342757,0
second,20360724,Euler-Maruyama,0.511048809294,0.00547129124085,0
second,20360724,Milstein,1.01321003817,0.000343537734803,0
second,20360724,Stratonovich-Heun,1.00389016666,0.000262106894617,0
