h,exact_boundary_violation_rate,euler_boundary_violation_rate,exact_max_abs_phase,euler_max_abs_phase
0.25,0,0.431416666667,1.4592300498,8.92606232351
0.125,0,0.266441666667,1.41366596468,6.31167919825
0.0625,0,0.116283333333,1.35037394556,4.46303116176
0.03125,0,0.025475,1.26393259417,3.15583959912
