h,mean_increment_over_h,mean_increment_over_h_standard_error,theory_drift,variance_increment_over_h,variance_increment_over_h_standard_error,theory_diffusion_squared
0.04,-0.613512370496,0.0130748887478,-0.658949146244,1.23085955352,0.0040182079063,1.28718420218
0.02,-0.624727079634,0.0187029484902,-0.658949146244,1.25928101602,0.00417707202981,1.28718420218
0.01,-0.654841623619,0.0266261090793,-0.658949146244,1.27610943246,0.00425681714449,1.28718420218
0.005,-0.664909834365,0.0377702555058,-0.658949146244,1.28393298088,0.00430524183202,1.28718420218
0.0025,-0.627530180332,0.0533767885739,-0.658949146244,1.28208670131,0.0042856486273,1.28718420218
