case,alpha,clock_mean,e_sqrt_variance,e_inverse_sqrt_variance,formula_atm_correlation,inverted_atm_correlation,jensen_correction,local_correlation_curvature
spread,-7.5,0.106628721753,2.73697410808,0.376317829657,0.134529697561,0.134529697561,0.0279009758077,-0.00799257498098
basket,7.5,0.106628721753,3.01911738226,0.338873681854,0.0820093023789,0.0820093023789,-0.0246194193741,0.00615984620625
