model,empirical_00,empirical_01,empirical_11,analytic_00,analytic_01,analytic_11,small_eigenvalue,large_eigenvalue,numerical_rank
one_driver,0.1771331587773246,0.27413465048871627,0.42425600670872804,0.17639999999999997,0.273,0.42250000000000004,3.3306690738754696e-16,0.6013891654860523,1
two_driver,0.1760072254476411,0.00024818976164608713,0.42318576481873094,0.17639999999999997,0.0,0.42250000000000004,0.17600697624277145,0.4231860140236006,2
